Incident Id, CAD Id, Time, Type, Address, Latitude, Longitude, # of Rounds, District, Beat
13157,,2013-02-17 03:20:22,Multiple Gunshots, NO NEARBY ADDRESS,42.0994754932,-71.0278607503,3,,
13156,,2013-02-16 03:06:09,Multiple Gunshots,20 Putnam St,42.0869594549,-71.0144139136,3,,
13151,,2013-02-12 18:14:55,Single Gunshot,103 Division St,42.0958121121,-71.0241681537,1,,
13148,,2013-02-05 22:24:42,Single Gunshot, NO NEARBY ADDRESS,42.1050766716,-71.0150196639,1,,
13147,,2013-02-04 19:23:57,Multiple Gunshots,365 Warren Ave,42.0782650078,-71.0224909302,3,,
13146,,2013-02-03 20:37:39,Multiple Gunshots,809 Warren Ave,42.0691969378,-71.020977746,7,,
13141,,2013-01-27 23:09:47,Single Gunshot,201 N Montello St,42.0900623372,-71.0171881127,1,,
13139,,2013-01-15 21:44:44,Multiple Gunshots,743 Warren Ave,42.070558305,-71.021635846,6,,
13137,,2013-01-09 01:07:38,Single Gunshot,174 Dover St,42.0738200644,-71.027237791,1,,
13136,,2013-01-08 23:17:38,Single Gunshot,362 Warren Ave,42.0785189844,-71.0219214505,1,,
13133,,2013-01-06 21:28:09,Single Gunshot,1015 Main St,42.0653716958,-71.0171132215,4,,
13131,,2013-01-05 03:54:53,Multiple Gunshots,399 Montello St,42.0776573764,-71.0172034361,3,,
13128,,2013-01-02 17:51:00,Single Gunshot,1 Golden Cr,42.0863125164,-71.0248270504,1,,
13127,,2013-01-02 14:39:11,Multiple Gunshots,59 Myrtle St,42.0701096992,-71.0234744338,10,,
13126,,2013-01-01 17:23:14,Multiple Gunshots,151 Dover St,42.0756209687,-71.0254471098,3,,
13124,,2013-01-01 01:45:48,Single Gunshot,134 Walnut St,42.0909651091,-71.0240921173,1,,
13123,,2013-01-01 00:36:41,Single Gunshot,23 N Manchester St,42.0873358929,-71.0105956527,1,,
